sample_id,stage,latency_s,peak_vram_gb,energy_J,is_warmup
212,image_search,3.103725,15.348945,408.164,0
212,reranker,0.000621,16.188573,0.051,0
212,nli,2.682944,9.972648,664.602,0
213,image_search,3.082097,15.348945,412.251,0
213,reranker,0.000545,16.188573,0.091,0
213,nli,2.635860,9.581127,628.156,0
214,image_search,3.100072,15.348945,412.934,0
214,reranker,0.000604,16.188573,0.104,0
214,nli,2.622204,9.972648,622.624,0
215,image_search,3.234981,15.348945,434.034,0
215,reranker,0.000474,16.188573,0.036,0
215,nli,0.915082,2.959696,122.816,0
216,image_search,2.979128,15.348945,402.375,0
216,reranker,0.000631,16.188573,0.071,0
216,nli,3.275116,9.972648,832.250,0
217,image_search,2.423674,15.348945,305.653,0
217,reranker,0.000664,16.188573,0.087,0
217,nli,1.828573,5.261748,375.965,0
218,image_search,2.313313,15.348945,315.298,0
218,reranker,0.000488,16.188573,0.043,0
218,nli,2.234753,6.042632,516.211,0
219,image_search,2.352593,15.348945,314.432,0
219,reranker,0.000628,16.188573,0.046,0
219,nli,2.550698,8.960419,607.811,0
220,image_search,2.397702,15.348945,320.459,0
220,reranker,0.000477,16.188573,0.072,0
220,nli,3.103619,9.972648,773.897,0
221,image_search,2.368704,15.348945,318.551,0
221,reranker,0.000494,16.188573,0.075,0
221,nli,2.351908,8.122096,518.502,0
222,image_search,2.334335,15.348945,286.765,0
222,reranker,0.000480,16.188573,0.037,0
222,nli,1.394609,5.528926,240.297,0
223,image_search,2.607232,15.348945,348.091,0
223,reranker,0.000491,16.188573,0.080,0
223,nli,3.131331,9.972648,800.239,0
224,image_search,3.854132,15.348945,460.889,0
224,reranker,0.000589,16.188573,0.103,0
224,nli,2.988839,9.972648,738.362,0
225,image_search,3.780804,15.348945,503.990,0
225,reranker,0.000639,16.188573,0.078,0
225,nli,2.096180,7.304459,427.482,0
226,image_search,3.434166,15.348945,414.584,0
226,reranker,0.001040,16.188573,0.046,0
226,nli,3.099629,9.972648,762.800,0
227,image_search,2.396364,15.348945,317.605,0
227,reranker,0.000632,16.188573,0.114,0
227,nli,3.044797,9.972648,760.141,0
228,image_search,2.391736,15.348945,320.769,0
228,reranker,0.000494,16.188573,0.029,0
228,nli,0.796580,2.750252,101.118,0
229,image_search,2.359688,15.348945,321.540,0
229,reranker,0.000647,16.188573,0.117,0
229,nli,1.713123,5.115910,317.203,0
230,image_search,2.320789,15.348945,311.956,0
230,reranker,0.000610,16.188573,0.108,0
230,nli,2.643391,9.775211,625.143,0
231,image_search,2.379681,15.348945,315.718,0
231,reranker,0.000527,16.188573,0.076,0
231,nli,3.226629,9.972648,775.951,0
232,image_search,2.410950,15.348945,322.672,0
232,reranker,0.000626,16.188573,0.076,0
232,nli,3.179628,9.972648,761.882,0
233,image_search,2.591523,15.348945,346.304,0
233,reranker,0.000661,16.188573,0.117,0
233,nli,3.149425,9.972648,782.595,0
234,image_search,3.311429,15.348945,394.038,0
234,reranker,0.000646,16.188573,0.114,0
234,nli,3.204570,9.972648,759.137,0
235,image_search,3.705271,15.348945,452.098,0
235,reranker,0.000488,16.188573,0.070,0
235,nli,3.116979,9.972648,768.306,0
236,image_search,4.148203,15.348945,549.020,0
236,reranker,0.000647,16.188573,0.079,0
236,nli,2.744086,9.972648,639.123,0
237,image_search,2.384328,15.348945,292.791,0
237,reranker,0.000473,16.188573,0.040,0
237,nli,2.123208,6.364901,459.290,0
238,image_search,2.375729,15.348945,322.965,0
238,reranker,0.000485,16.188573,0.033,0
238,nli,1.079099,3.916588,158.893,0
239,image_search,2.371189,15.348945,313.271,0
239,reranker,0.000548,16.188573,0.093,0
239,nli,3.055484,9.972648,749.965,0
240,image_search,2.388073,15.348945,295.183,0
240,reranker,0.000446,16.188573,0.030,0
240,nli,0.912381,3.371202,124.976,0
241,image_search,2.382213,15.348945,298.380,0
241,reranker,0.000525,16.188573,0.043,0
241,nli,3.117716,9.972648,795.681,0
242,image_search,2.392508,15.348945,293.315,0
242,reranker,0.000495,16.188573,0.044,0
242,nli,1.377925,4.655907,247.157,0
243,image_search,2.387588,15.348945,313.765,0
243,reranker,0.000627,16.188573,0.116,0
243,nli,3.135692,9.972648,787.622,0
244,image_search,3.277704,15.348945,441.590,0
244,reranker,0.000569,16.188573,0.063,0
244,nli,1.325695,4.464346,206.264,0
245,image_search,3.511554,15.348945,464.566,0
245,reranker,0.000461,16.188573,0.037,0
245,nli,1.706570,5.528926,334.102,0
246,image_search,3.488716,15.348945,419.635,0
246,reranker,0.000665,16.188573,0.083,0
246,nli,3.162377,9.972648,789.411,0
247,image_search,3.440423,15.348945,459.792,0
247,reranker,0.000661,16.188573,0.074,0
247,nli,1.987830,6.186596,419.693,0
248,image_search,2.348068,15.348945,313.022,0
248,reranker,0.000460,16.188573,0.035,0
248,nli,0.937925,2.969655,131.285,0
249,image_search,2.315543,15.348945,286.817,0
249,reranker,0.000598,16.188573,0.045,0
249,nli,1.429675,4.619965,251.492,0
250,image_search,2.420105,15.348945,327.651,0
250,reranker,0.000465,16.188573,0.075,0
250,nli,3.114431,9.972648,770.603,0
251,image_search,2.383276,15.348945,318.541,0
251,reranker,0.000578,16.188573,0.074,0
251,nli,2.960239,9.972648,704.555,0
252,image_search,2.390752,15.348945,320.697,0
252,reranker,0.000454,16.188573,0.028,0
252,nli,0.794316,3.032716,92.293,0
253,image_search,2.385490,15.348945,316.639,0
253,reranker,0.000489,16.188573,0.029,0
253,nli,0.933752,3.032716,116.158,0
254,image_search,2.392574,15.348945,296.987,0
254,reranker,0.000603,16.188573,0.059,0
254,nli,3.305565,9.972648,802.053,0
255,image_search,4.952414,15.348945,596.755,0
255,reranker,0.000464,16.188573,0.024,0
255,nli,0.999410,3.438712,136.816,0
256,image_search,4.210810,15.348945,536.403,0
256,reranker,0.000607,16.188573,0.073,0
256,nli,3.141052,9.972648,789.252,0
257,image_search,4.644738,15.348945,589.481,0
257,reranker,0.000553,16.188573,0.084,0
257,nli,3.122440,9.972648,777.617,0
258,image_search,2.827462,15.348945,345.625,0
258,reranker,0.000490,16.188573,0.082,0
258,nli,2.350186,7.015273,539.629,0
259,image_search,2.834776,15.348945,356.271,0
259,reranker,0.000565,16.188573,0.031,0
259,nli,2.442072,9.972648,534.361,0
260,image_search,3.739760,15.348945,443.975,0
260,reranker,0.000498,16.188573,0.049,0
260,nli,2.718699,9.743443,639.564,0
261,image_search,2.396008,15.348945,295.898,0
261,reranker,0.000454,16.188573,0.029,0
261,nli,1.516812,4.687644,256.160,0
262,image_search,2.382378,15.348945,319.274,0
262,reranker,0.000597,16.188573,0.087,0
262,nli,2.878880,9.972648,662.375,0
263,image_search,2.483193,15.348945,305.768,0
263,reranker,0.000862,16.188573,0.074,0
263,nli,3.144467,9.972648,764.951,0
264,image_search,3.973844,15.348945,529.816,0
264,reranker,0.000592,16.188573,0.076,0
264,nli,2.636806,9.972648,617.389,0
265,image_search,3.591472,15.348945,472.929,0
265,reranker,0.000619,16.188573,0.115,0
265,nli,3.104094,9.972648,729.542,0
266,image_search,3.653158,15.348945,482.964,0
266,reranker,0.000580,16.188573,0.078,0
266,nli,2.491601,9.972648,572.590,0
267,image_search,2.476304,15.348945,318.375,0
267,reranker,0.000447,16.188573,0.036,0
267,nli,3.034868,9.972648,763.390,0
268,image_search,2.349611,15.348945,305.342,0
268,reranker,0.000451,16.188573,0.036,0
268,nli,0.893985,2.870292,120.921,0
269,image_search,2.365829,15.348945,314.874,0
269,reranker,0.000564,16.188573,0.034,0
269,nli,0.948587,2.904013,135.203,0
270,image_search,2.322744,15.348945,294.150,0
270,reranker,0.000570,16.188573,0.061,0
270,nli,3.091205,9.972648,771.593,0
271,image_search,2.381397,15.348945,318.651,0
271,reranker,0.000457,16.188573,0.077,0
271,nli,1.905268,6.404367,345.443,0
272,image_search,2.415576,15.348945,322.084,0
272,reranker,0.000585,16.188573,0.055,0
272,nli,2.869733,9.972648,718.801,0
273,image_search,2.360138,15.348945,320.494,0
273,reranker,0.000861,16.188573,0.046,0
273,nli,2.464504,9.972648,580.818,0
274,image_search,2.491271,15.348945,335.841,0
274,reranker,0.000519,16.188573,0.075,0
274,nli,0.881563,2.731915,112.367,0
275,image_search,3.071848,15.348945,413.922,0
275,reranker,0.000617,16.188573,0.053,0
275,nli,3.072155,9.972648,769.874,0
276,image_search,3.775263,15.348945,501.986,0
276,reranker,0.000591,16.188573,0.078,0
276,nli,2.612113,9.972648,600.264,0
277,image_search,3.739039,15.348945,497.814,0
277,reranker,0.000478,16.188573,0.054,0
277,nli,3.104530,9.972648,769.520,0
278,image_search,3.020529,15.348945,408.012,0
278,reranker,0.000485,16.188573,0.041,0
278,nli,0.893879,2.750252,118.312,0
279,image_search,2.387792,15.348945,294.652,0
279,reranker,0.000559,16.188573,0.044,0
279,nli,1.304047,4.646136,196.693,0
280,image_search,2.368308,15.348945,318.243,0
280,reranker,0.000719,16.188573,0.037,0
280,nli,1.361479,4.266104,230.661,0
281,image_search,2.355910,15.348945,310.954,0
281,reranker,0.000550,16.188573,0.053,0
281,nli,1.800575,5.770031,351.006,0
282,image_search,2.367568,15.348945,297.249,0
282,reranker,0.000547,16.188573,0.081,0
282,nli,2.142282,7.304459,467.795,0
283,image_search,2.369885,15.348945,295.631,0
283,reranker,0.000478,16.188573,0.081,0
283,nli,3.174711,9.972648,781.442,0
284,image_search,2.377338,15.348945,319.341,0
284,reranker,0.000488,16.188573,0.077,0
284,nli,2.818954,9.972648,666.714,0
285,image_search,2.719023,15.348945,367.733,0
285,reranker,0.000474,16.188573,0.077,0
285,nli,2.424384,8.365038,566.540,0
286,image_search,3.284046,15.348945,396.924,0
286,reranker,0.000477,16.188573,0.075,0
286,nli,2.769622,8.288075,667.377,0
287,image_search,3.190077,15.348945,420.129,0
287,reranker,0.000445,16.188573,0.073,0
287,nli,2.863522,9.972648,675.830,0
288,image_search,3.220802,15.348945,422.679,0
288,reranker,0.000607,16.188573,0.114,0
288,nli,3.135955,9.972648,790.637,0
289,image_search,3.246038,15.348945,387.941,0
289,reranker,0.000577,16.188573,0.105,0
289,nli,2.647195,9.812584,604.836,0
290,image_search,2.651551,15.348945,354.520,0
290,reranker,0.000469,16.188573,0.081,0
290,nli,2.825858,9.972648,661.186,0
291,image_search,2.309616,15.348945,286.421,0
291,reranker,0.000615,16.188573,0.076,0
291,nli,3.225224,9.972648,788.353,0
292,image_search,2.318234,15.348945,314.622,0
292,reranker,0.000455,16.188573,0.073,0
292,nli,2.402085,8.486565,536.520,0
293,image_search,2.429901,15.348945,301.275,0
293,reranker,0.000764,16.188573,0.133,0
293,nli,2.993726,9.972648,752.132,0
294,image_search,2.297549,15.348945,280.121,0
294,reranker,0.000445,16.188573,0.073,0
294,nli,1.281373,4.102897,196.299,0
295,image_search,2.308789,15.348945,285.781,0
295,reranker,0.000583,16.188573,0.110,0
295,nli,3.142813,9.972648,804.900,0
296,image_search,2.381700,15.348945,295.107,0
296,reranker,0.000547,16.188573,0.071,0
296,nli,1.629746,5.597317,332.109,0
297,image_search,2.491491,15.348945,330.976,0
297,reranker,0.000619,16.188573,0.098,0
297,nli,3.133218,9.972648,793.297,0
298,image_search,3.928610,15.348945,520.614,0
298,reranker,0.000499,16.188573,0.079,0
298,nli,2.011126,6.083251,446.112,0
299,image_search,3.751498,15.348945,496.645,0
299,reranker,0.000453,16.188573,0.076,0
299,nli,3.152268,9.972648,803.967,0
300,image_search,3.407294,15.348945,453.704,0
300,reranker,0.000654,16.188573,0.078,0
300,nli,2.404703,7.485514,553.897,0
301,image_search,2.310561,15.348945,312.186,0
301,reranker,0.000473,16.188573,0.076,0
301,nli,1.599354,5.182533,303.651,0
302,image_search,2.361208,15.348945,317.648,0
302,reranker,0.000470,16.188573,0.073,0
302,nli,2.993252,9.972648,741.481,0
303,image_search,2.324245,15.348945,283.226,0
303,reranker,0.000446,16.188573,0.037,0
303,nli,1.789718,5.081409,372.591,0
304,image_search,2.309170,15.348945,311.368,0
304,reranker,0.000446,16.188573,0.071,0
304,nli,0.819816,2.925319,102.769,0
305,image_search,2.311877,15.348945,286.628,0
305,reranker,0.000434,16.188573,0.070,0
305,nli,2.405787,7.629563,552.059,0
306,image_search,2.310861,15.348945,285.788,0
306,reranker,0.000565,16.188573,0.038,0
306,nli,0.874785,2.636580,114.149,0
307,image_search,2.833663,15.348945,347.067,0
307,reranker,0.000460,16.188573,0.033,0
307,nli,1.402791,4.568485,224.102,0
308,image_search,3.684291,15.348945,489.770,0
308,reranker,0.000508,16.188573,0.070,0
308,nli,3.084441,9.972648,756.843,0
309,image_search,3.843483,15.348945,460.491,0
309,reranker,0.000464,16.188573,0.071,0
309,nli,3.136277,9.972648,765.571,0
310,image_search,3.434933,15.348945,414.530,0
310,reranker,0.000564,16.188573,0.103,0
310,nli,1.936351,7.056475,404.201,0
311,image_search,2.350753,15.348945,285.594,0
311,reranker,0.000474,16.188573,0.077,0
311,nli,2.042336,5.848520,423.754,0
312,image_search,2.407760,15.348945,292.902,0
312,reranker,0.000583,16.188573,0.096,0
312,nli,1.863706,5.411834,348.507,0
313,image_search,2.371322,15.348945,295.591,0
313,reranker,0.000527,16.188573,0.094,0
313,nli,3.076383,9.972648,759.532,0
314,image_search,2.366718,15.348945,290.216,0
314,reranker,0.000545,16.188573,0.083,0
314,nli,3.091357,9.972648,764.644,0
315,image_search,2.331324,15.348945,309.984,0
315,reranker,0.000452,16.188573,0.039,0
315,nli,2.707836,8.170691,636.349,0
316,image_search,2.334238,15.348945,291.833,0
316,reranker,0.000475,16.188573,0.081,0
316,nli,1.062405,3.365660,149.233,0
317,image_search,2.329535,15.348945,311.815,0
317,reranker,0.000533,16.188573,0.037,0
317,nli,2.975714,9.972648,711.374,0
318,image_search,2.388734,15.348945,318.819,0
318,reranker,0.000431,16.188573,0.071,0
318,nli,1.286230,4.788882,195.509,0
319,image_search,2.981113,15.348945,400.634,0
319,reranker,0.000590,16.188573,0.072,0
319,nli,3.254528,9.972648,806.332,0
320,image_search,3.027495,15.348945,409.120,0
320,reranker,0.000563,16.188573,0.051,0
320,nli,2.452992,9.972648,569.277,0
321,image_search,2.915796,15.348945,356.273,0
321,reranker,0.000452,16.188573,0.045,0
321,nli,3.156113,9.972648,788.215,0
322,image_search,3.532438,15.348945,472.898,0
322,reranker,0.000583,16.188573,0.076,0
322,nli,3.067265,9.972648,780.120,0
323,image_search,3.386029,15.348945,453.584,0
323,reranker,0.000619,16.188573,0.031,0
323,nli,2.069245,6.517281,442.912,0
324,image_search,2.355428,15.348945,311.139,0
324,reranker,0.000493,16.188573,0.078,0
324,nli,2.874592,9.972648,719.765,0
325,image_search,2.314323,15.348945,309.310,0
325,reranker,0.000573,16.188573,0.071,0
325,nli,3.159653,9.972648,793.844,0
326,image_search,2.400270,15.348945,321.463,0
326,reranker,0.000505,16.188573,0.079,0
326,nli,2.918599,9.972648,720.120,0
327,image_search,2.441531,15.348945,299.984,0
327,reranker,0.000463,16.188573,0.043,0
327,nli,2.977947,9.972648,748.533,0
328,image_search,2.334820,15.348945,312.490,0
328,reranker,0.000480,16.188573,0.044,0
328,nli,3.105565,9.972648,773.516,0
329,image_search,2.295828,15.348945,303.774,0
329,reranker,0.000608,16.188573,0.044,0
329,nli,3.127193,9.972648,778.662,0
330,image_search,2.394289,15.348945,317.626,0
330,reranker,0.000503,16.188573,0.047,0
330,nli,3.140814,9.972648,791.733,0
331,image_search,3.449622,15.348945,459.421,0
331,reranker,0.000451,16.188573,0.041,0
331,nli,1.238522,4.677825,187.012,0
332,image_search,3.296307,15.348945,432.828,0
332,reranker,0.000575,16.188573,0.040,0
332,nli,0.680234,2.616045,73.771,0
333,image_search,3.088138,15.348945,375.017,0
333,reranker,0.000478,16.188573,0.076,0
333,nli,2.062245,7.717104,436.732,0
334,image_search,3.729522,15.348945,447.602,0
334,reranker,0.000548,16.188573,0.084,0
334,nli,3.152204,9.972648,800.963,0
335,image_search,2.402770,15.348945,317.946,0
335,reranker,0.000482,16.188573,0.077,0
335,nli,2.227332,6.219840,486.922,0
336,image_search,2.404986,15.348945,318.356,0
336,reranker,0.000466,16.188573,0.061,0
336,nli,0.956340,3.024627,132.671,0
337,image_search,2.420284,15.348945,300.939,0
337,reranker,0.000579,16.188573,0.096,0
337,nli,2.779249,8.757696,674.983,0
338,image_search,2.291857,15.348945,281.300,0
338,reranker,0.000620,16.188573,0.072,0
338,nli,2.455869,8.145348,555.952,0
339,image_search,2.304699,15.348945,306.261,0
339,reranker,0.000555,16.188573,0.073,0
339,nli,3.121078,9.972648,777.762,0
340,image_search,2.371576,15.348945,320.259,0
340,reranker,0.000611,16.188573,0.045,0
340,nli,1.543562,4.886891,239.888,0
341,image_search,2.313447,15.348945,313.925,0
341,reranker,0.000487,16.188573,0.045,0
341,nli,0.871443,2.910264,108.892,0
342,image_search,2.421599,15.348945,298.972,0
342,reranker,0.000500,16.188573,0.076,0
342,nli,1.913439,7.111441,400.909,0
343,image_search,2.962927,15.348945,399.808,0
343,reranker,0.000628,16.188573,0.111,0
343,nli,3.126417,9.972648,763.954,0
344,image_search,3.611423,15.348945,476.848,0
344,reranker,0.000585,16.188573,0.104,0
344,nli,3.164778,9.972648,749.016,0
345,image_search,3.830267,15.348945,509.460,0
345,reranker,0.000543,16.188573,0.048,0
345,nli,2.874204,8.900435,704.696,0
346,image_search,3.232914,15.348945,431.296,0
346,reranker,0.000461,16.188573,0.043,0
346,nli,2.551256,9.972648,573.992,0
347,image_search,2.424567,15.348945,301.510,0
347,reranker,0.000465,16.188573,0.076,0
347,nli,1.665095,6.416298,319.269,0
348,image_search,2.418406,15.348945,322.474,0
348,reranker,0.000643,16.188573,0.080,0
348,nli,3.125028,9.972648,776.188,0
349,image_search,2.413226,15.348945,322.639,0
349,reranker,0.000483,16.188573,0.034,0
349,nli,1.060688,4.044272,156.116,0
350,image_search,2.390088,15.348945,292.172,0
350,reranker,0.000553,16.188573,0.039,0
350,nli,0.323962,1.339869,35.969,0
351,image_search,2.433897,15.348945,320.436,0
351,reranker,0.000717,16.188573,0.118,0
351,nli,3.130165,9.972648,803.094,0
352,image_search,2.299614,15.348945,306.130,0
352,reranker,0.000519,16.188573,0.040,0
352,nli,0.684918,2.285258,87.095,0
353,image_search,2.706462,15.348945,328.812,0
353,reranker,0.000577,16.188573,0.054,0
353,nli,2.129749,6.948897,481.411,0
354,image_search,3.715986,15.348945,497.683,0
354,reranker,0.000549,16.188573,0.047,0
354,nli,1.847076,6.890200,366.558,0
355,image_search,3.314934,15.348945,440.706,0
355,reranker,0.000557,16.188573,0.041,0
355,nli,2.118510,6.517281,438.252,0
356,image_search,3.367336,15.348945,407.827,0
356,reranker,0.000672,16.188573,0.073,0
356,nli,2.629169,9.972648,623.665,0
357,image_search,2.953659,15.348945,384.931,0
357,reranker,0.000564,16.188573,0.049,0
357,nli,1.252374,4.337867,187.117,0
358,image_search,2.371105,15.348945,316.658,0
358,reranker,0.000754,16.188573,0.063,0
358,nli,3.090398,9.972648,775.609,0
359,image_search,2.347094,15.348945,313.400,0
359,reranker,0.000492,16.188573,0.046,0
359,nli,2.788195,9.597812,678.078,0
360,image_search,2.361184,15.348945,319.401,0
360,reranker,0.000643,16.188573,0.072,0
360,nli,2.189793,7.890443,488.670,0
361,image_search,2.362646,15.348945,292.948,0
361,reranker,0.000478,16.188573,0.042,0
361,nli,1.653559,5.092929,308.986,0
362,image_search,2.371831,15.348945,318.774,0
362,reranker,0.000470,16.188573,0.035,0
